ID	Номер участника	Имя	Дата создания	Дата рождения	Пол	Город
3569	3232744173056095	Нелли Альбертовна Козлова	05.04.2022 10:51	23.02.1999	Жен	Гродно
3625	5444648795754181	Владислав Борисович Соловьёв	11.04.2022 9:56	29.04.1995	Муж	Минск
3571	3125337814844372	Зоя Александровна Киселёва	05.04.2022 14:47	02.03.1985	Жен	Минск
3659	8060360805186924	Владимир Никольевич Кузнецов	16.04.2022 0:42	09.03.1964	Муж	Минск
3736	4744907765954250	Наталья Григорьевна Белова	25.04.2022 6:29	27.04.1973	Жен	Витебск
3728	4506109965358992	Лилия Вячеславовна Михайлова	24.04.2022 13:08	31.01.1977	Жен	Минск
3735	6565326587381725	Михаил Аркадьевич Соловьёв	25.04.2022 5:17	19.12.1960	Муж	Минск
3576	8282195215915651	Паулина Альбертовна Беляева	06.04.2022 6:37	26.06.1965	Жен	Брест
3692	7417646950738366	Леонид Вадимович Морозов	20.04.2022 18:00	28.02.1998	Муж	Гродно
3740	7648721187707857	Вячеслав Вячеславович Куликов	25.04.2022 19:45	12.08.1960	Муж	Витебск
3730	9967336975758511	Павел Евгеньевич Петров	24.04.2022 14:42	24.03.1973	Муж	Брест
3662	2875939314853480	Паулина Павловна Соловьёва	16.04.2022 4:50	19.04.1979	Жен	Минск
3725	6142744467826062	Юрий Анатольевич Андреев	24.04.2022 7:42	14.06.1984	Муж	Брест
3757	9572183261412238	Карина Вячеславовна Орлова	28.04.2022 0:07	09.10.1994	Жен	Минск
3584	9264799150774040	Константин Львович Андреев	07.04.2022 3:20	09.01.2000	Муж	Минск
3810	6010981832172051	Галина Львовна Волкова	04.05.2022 23:06	12.07.1984	Жен	Могилев
3748	7576290271392134	Клавдия Валентиновна Ковалёва	26.04.2022 17:28	03.07.1957	Жен	Минск
3721	4419383381411897	Георгий Сергеевич Баранов	23.04.2022 20:14	09.08.1981	Муж	Брест
3755	4918693542591748	Вадим Валентинович Гусев	27.04.2022 17:01	16.07.1992	Муж	Гродно
3588	4745669983600558	Виктор Алексеевич Воробьёв	07.04.2022 10:17	10.05.1975	Муж	Минск
3709	4951068982025768	Раиса Аркадьевна Павлова	22.04.2022 10:27	23.09.1989	Жен	Брест
3791	1034814129442196	Евгений Вадимович Лебедев	01.05.2022 21:32	13.09.1967	Муж	Минск
3701	9991463355195165	Нина Павловна Голубева	21.04.2022 14:23	09.01.1985	Жен	Минск
3770	8607867413575044	Александр Олегович Кудрявцев	29.04.2022 8:30	09.04.1935	Муж	Гродно
3799	8045393946739787	Вера Константиновна Морозова	03.05.2022 8:05	23.10.1968	Жен	Минск
3802	7966119548387682	Ольга Львовна Соколова	03.05.2022 16:18	26.06.1942	Жен	Могилев
3812	1261023995576234	Дмитрий Сергеевич Смирнов	05.05.2022 5:20	16.10.1982	Муж	Минск
3596	7635901942597582	Игорь Алексеевич Титов	08.04.2022 2:19	01.04.2004	Муж	Брест
3653	2298707891570472	Николай Сергеевич Комаров	15.04.2022 6:42	13.09.1948	Муж	Витебск
3598	6031462582333141	Светлана Михаиловна Киселёва	08.04.2022 9:00	21.04.1975	Жен	Минск
3700	6572584452879102	Григорий Германович Михайлов	21.04.2022 13:46	26.03.1977	Муж	Минск
3732	2872374057712281	Герман Борисович Голубев	24.04.2022 22:56	05.08.1989	Муж	Минск
3600	7718011313963735	Вадим Иванович Комаров	08.04.2022 14:56	11.10.1958	Муж	Минск
3602	9351762386540224	Альберт Станиславович Волков	08.04.2022 21:10	17.02.1970	Муж	Брест
3601	4381758972409108	Вера Валентиновна Титова	08.04.2022 17:13	24.08.2003	Жен	Брест
3811	8500500169922459	Григорий Георгьевич Лебедев	05.05.2022 4:01	13.06.1992	Муж	Минск
3750	4927242278277821	Ираида Витальевна Михайлова	27.04.2022 3:50	17.08.1985	Жен	Гомель
3781	9436059978032685	Евгения Леонидовна Васильева	30.04.2022 20:11	05.03.1999	Жен	Витебск
3641	9055249391801125	Мария Романовна Гусева	13.04.2022 10:18	17.11.1981	Жен	Минск
3788	4461372332341813	Борис Дмитрьевич Козлов	01.05.2022 12:05	06.01.1992	Муж	Минск
3814	2150922709524769	Лев Аркадьевич Лебедев	05.05.2022 10:00	18.01.1996	Муж	Минск
3764	1175430986142788	Дмитрий Владимирович Ильин	28.04.2022 11:43	10.11.1998	Муж	Брест
3816	3018443530080522	Эдуард Владимирович Иванов	05.05.2022 15:21	28.09.1976	Муж	Брест
3823	8497917564138182	Борис Валерьевич Киселёв	06.05.2022 11:16	14.09.1973	Муж	Брест
3611	8330360105692789	Екатерина Игорьевна Орлова	09.04.2022 19:21	21.01.1983	Жен	Могилев
3686	5879957344543824	Владимир Пётрович Виноградов	20.04.2022 5:26	19.11.1977	Муж	Минск
3832	8779361581882353	Константин Олегович Петров	08.05.2022 9:10	22.12.1976	Муж	Минск
3806	6395842756877584	Николай Эдуардович Куликов	04.05.2022 8:15	01.05.1996	Муж	Брест
3776	4838863074203451	Надежда Вадимовна Васильева	30.04.2022 11:08	21.12.2000	Жен	Барановичи
3834	7565370434671660	Екатерина Альбертовна Макарова	08.05.2022 19:57	26.09.2002	Жен	Гомель
3779	9938583785705767	Олег Евгеньевич Киселёв	30.04.2022 14:19	27.05.1994	Муж	Минск
3672	4100667267626178	Эдуард Павлович Куликов	18.04.2022 0:40	12.10.1973	Муж	Минск
3642	5823067810605350	Игорь Георгьевич Титов	13.04.2022 12:39	25.05.1982	Муж	Брест
3800	2615630995703082	Константин Валентинович Лебедев	03.05.2022 10:55	27.09.1950	Муж	Минск
3622	8311021786394568	Виктор Михаилович Иванов	10.04.2022 19:05	02.12.1967	Муж	Минск
3809	4086503328098862	Мария Андреевна Кузнецова	04.05.2022 22:42	05.11.1977	Жен	Брест
3820	2542361431157874	Владислав Григорьевич Павлов	06.05.2022 2:56	05.10.1988	Муж	Минск
3839	5712777596055947	Валентина Валерьевна Комарова	09.05.2022 18:51	25.05.1962	Жен	Брест
3821	8224300968441323	Мария Пётровна Новикова	06.05.2022 5:18	06.06.1960	Жен	Минск
3777	9469070409858791	Марина Георгьевна Смирнова	30.04.2022 12:21	11.01.1987	Жен	Гродно
3627	8506782918549758	Мария Игорьевна Голубева	11.04.2022 16:09	31.03.1976	Жен	Гомель
3778	8557357706556191	Альбина Владиславовна Беляева	30.04.2022 14:09	08.08.2003	Жен	Минск
3726	4144926483959812	Евгения Михаиловна Титова	24.04.2022 9:21	17.12.2000	Жен	Брест
3817	6324138905254304	Нелли Васильевна Михайлова	05.05.2022 17:43	22.10.1983	Жен	Минск
3851	9476677983346910	Галина Львовна Тарасова	11.05.2022 11:16	23.10.1972	Жен	Могилев
3707	3032476606263027	Евгений Фёдорович Ильин	22.04.2022 7:17	05.07.1990	Муж	Минск
3771	1458686781328897	Роман Альбертович Михайлов	29.04.2022 13:13	18.12.1996	Муж	Брест
3829	7406724717750077	Валерий Георгьевич Семёнов	08.05.2022 0:27	16.12.1992	Муж	Гомель
3846	3720669435859194	Алла Леонидовна Ильина	10.05.2022 14:30	09.01.2003	Жен	Витебск
3654	9167421060747190	Любовь Александровна Смирнова	15.04.2022 10:02	23.11.1984	Жен	Могилев
3765	5550686872500439	Аркадий Евгеньевич Комаров	28.04.2022 14:35	10.05.1979	Муж	Витебск
3643	7123959533533841	Альберт Игорьевич Воробьёв	13.04.2022 17:11	20.10.1988	Муж	Барановичи
3831	3071105478122912	Валентин Алексеевич Макаров	08.05.2022 5:35	17.03.1992	Муж	Минск
3644	5392225736076940	Алевтина Эдуардовна Виноградова	13.04.2022 18:09	14.04.1978	Жен	Минск
3835	8074449385682971	Паулина Германовна Новикова	08.05.2022 20:17	04.03.1997	Жен	Гомель
3855	5132760833073549	Геннадий Аркадьевич Новиков	11.05.2022 21:52	08.12.1975	Муж	Минск
3646	4777639644278287	Екатерина Павловна Попова	13.04.2022 23:09	26.01.1954	Жен	Минск
3838	3436942456229187	Вячеслав Юрьевич Козлов	09.05.2022 11:50	16.03.1968	Муж	Барановичи
3833	4398333558841806	Нелли Вадимовна Ильина	08.05.2022 10:26	12.10.1972	Жен	Брест
3787	9416358046260953	Лариса Вячеславовна Комарова	01.05.2022 8:38	20.02.1974	Жен	Минск
3792	1475027483842606	Юрий Геннадьевич Кузьмин	01.05.2022 23:41	02.09.1970	Муж	Минск
3815	7519058200023180	Антонина Станиславовна Ковалёва	05.05.2022 14:51	20.01.1956	Жен	Минск
3843	1109170530725615	Нелли Георгьевна Семёнова	10.05.2022 8:57	21.10.1971	Жен	Минск
3798	8160775093448915	Валерий Георгьевич Соловьёв	02.05.2022 22:22	04.03.1991	Муж	Гродно
3753	6150431979538106	Татьяна Ивановна Козлова	27.04.2022 12:14	15.12.1993	Жен	Гродно
3746	8191471664377873	Борис Евгеньевич Воробьёв	26.04.2022 14:04	29.06.1979	Муж	Брест
3797	2044573481027761	Валерий Никольевич Кудрявцев	02.05.2022 17:48	19.11.1969	Муж	Витебск
3801	2402918482618918	Михаил Алексеевич Комаров	03.05.2022 12:34	15.10.1993	Муж	Брест
3658	2223596279340265	Карина Владиславовна Семёнова	15.04.2022 22:17	16.02.1966	Жен	Минск
3870	2879351985435625	Юрий Сергеевич Фёдоров	13.05.2022 14:50	21.09.1946	Муж	Минск
3803	1987727654477196	Альберт Александрович Баранов	03.05.2022 23:08	30.10.1975	Муж	Гродно
3660	8935842951978120	Любовь Вадимовна Голубева	16.04.2022 1:28	18.12.1984	Жен	Гродно
3879	5641197223702564	Вадим Георгьевич Иванов	14.05.2022 17:50	10.07.1939	Муж	Могилев
3719	5291648002956303	Леонид Алексеевич Петров	23.04.2022 17:15	02.12.1987	Муж	Гродно
3827	7630493761809033	Вадим Владимирович Кузнецов	07.05.2022 12:34	25.12.1971	Муж	Минск
3762	3423147044854955	Виктория Михаиловна Комарова	28.04.2022 6:41	07.12.1972	Жен	Минск
3789	8151648126826934	Лев Вадимович Михайлов	01.05.2022 14:00	21.03.1990	Муж	Минск
3805	8257252117503741	Альберт Георгьевич Волков	04.05.2022 7:17	10.02.1967	Муж	Могилев
3867	8226090212270346	Наталья Эдуардовна Соколова	13.05.2022 2:53	14.01.1973	Жен	Минск
3885	4286995366616457	Фёдор Валерьевич Петров	15.05.2022 10:17	26.11.1975	Муж	Минск
3848	9518790013658473	Валерий Константинович Кузьмин	10.05.2022 22:32	24.09.1982	Муж	Витебск
3878	9319367699001136	Сергей Вячеславович Орлов	14.05.2022 12:38	16.12.1987	Муж	Витебск
3884	9832079294386998	Ольга Витальевна Попова	15.05.2022 9:48	14.06.1985	Жен	Гомель
3866	5644597899543322	Зинаида Альбертовна Куликова	13.05.2022 1:47	25.06.1963	Жен	Минск
3804	4533633389875727	Константин Вячеславович Кузьмин	04.05.2022 2:43	01.04.1954	Муж	Минск
3828	1558605462435562	Наталья Никольевна Орлова	07.05.2022 20:42	01.12.1957	Жен	Минск
3674	6865123032320479	Анатолий Михаилович Лебедев	18.04.2022 9:19	02.12.1976	Муж	Минск
3675	8790032652324657	Алексей Георгьевич Соловьёв	18.04.2022 11:54	07.12.1965	Муж	Барановичи
3869	5702991734526322	Константин Иванович Киселёв	13.05.2022 11:37	08.10.1970	Муж	Минск
3786	4937154009389635	Евгений Аркадьевич Попов	01.05.2022 7:48	11.05.1980	Муж	Минск
3858	3980427862143599	Клавдия Григорьевна Соколова	12.05.2022 4:15	26.10.1983	Жен	Могилев
3824	7332964125398287	Григорий Михаилович Козлов	06.05.2022 20:31	07.03.1990	Муж	Могилев
3904	4696089564063991	Станислав Олегович Семёнов	17.05.2022 10:57	25.03.1971	Муж	Брест
3837	9309631382640414	Иван Леонидович Виноградов	09.05.2022 10:30	19.05.1974	Муж	Минск
3681	9130202694663608	Лилия Александровна Кудрявцева	19.04.2022 9:08	28.01.1985	Жен	Минск
3818	6496507187026841	Георгий Викторович Козлов	05.05.2022 21:21	24.02.1993	Муж	Минск
3880	8303380112359125	Владимир Борисович Ковалёв	14.05.2022 21:20	12.12.1955	Муж	Минск
3683	4171483412838248	Фёдор Владимирович Фёдоров	19.04.2022 20:54	18.08.1981	Муж	Могилев
3706	6509604369910013	Валентина Валерьевна Голубева	22.04.2022 5:01	26.07.1960	Жен	Гродно
3774	6306300313601832	Анатолий Валерьевич Михайлов	30.04.2022 0:24	19.12.1987	Муж	Брест
3874	7960961826222248	Альбина Романовна Голубева	14.05.2022 7:42	26.04.1963	Жен	Могилев
3724	8774391343531686	Галина Дмитрьевна Куликова	24.04.2022 5:33	26.03.1993	Жен	Брест
3907	1640900704727233	Виктор Геннадьевич Беляев	17.05.2022 18:40	15.12.1980	Муж	Брест
3859	9809677040072343	Вячеслав Эдуардович Кудрявцев	12.05.2022 5:37	05.12.1978	Муж	Гомель
3689	2477850486564689	Людмила Юрьевна Михайлова	20.04.2022 10:58	09.06.1979	Жен	Минск
3845	9189539018646704	Евгений Фёдорович Павлов	10.05.2022 13:05	19.05.1964	Муж	Минск
3872	3946215098553620	Пётр Аркадьевич Виноградов	14.05.2022 1:43	12.06.1960	Муж	Минск
3908	3714837220122633	Георгий Валентинович Комаров	17.05.2022 20:58	07.07.1978	Муж	Минск
3739	7728129242053841	Нина Викторовна Фёдорова	25.04.2022 16:02	06.10.1982	Жен	Брест
3759	2473650298001831	Алексей Михаилович Баранов	28.04.2022 1:14	14.06.1996	Муж	Минск
3861	2070683497859870	Марина Валентиновна Баранова	12.05.2022 8:39	25.02.1980	Жен	Могилев
3729	7123811666926520	Нина Леонидовна Павлова	24.04.2022 13:30	11.09.1988	Жен	Брест
3775	2225877649756661	Леонид Васильевич Михайлов	30.04.2022 2:49	17.05.1997	Муж	Минск
3905	2757308181521447	Любовь Михаиловна Баранова	17.05.2022 11:12	08.08.1976	Жен	Могилев
3698	9002995279378298	Евгений Григорьевич Белов	21.04.2022 9:07	27.04.1995	Муж	Минск
3785	2321701518536400	Зинаида Эдуардовна Новикова	01.05.2022 6:53	15.05.1936	Жен	Гродно
3699	6528804124602142	Нелли Романовна Виноградова	21.04.2022 10:04	10.11.1964	Жен	Минск
3754	6305570101242846	Фёдор Михаилович Зайцев	27.04.2022 13:30	06.09.1986	Муж	Брест
3919	5440635965761097	Ираида Альбертовна Смирнова	19.05.2022 1:26	30.01.2003	Жен	Минск
3761	8950258779687498	Анатолий Дмитрьевич Титов	28.04.2022 5:00	15.10.1988	Муж	Минск
3873	6330165751116258	Анна Константиновна Тарасова	14.05.2022 5:29	23.02.1970	Жен	Минск
3850	5806047266134002	Антонина Владиславовна Баранова	11.05.2022 7:03	21.01.1965	Жен	Барановичи
3922	3765782466975954	Вячеслав Борисович Баранов	19.05.2022 11:49	07.08.1992	Муж	Минск
3933	5604559000168782	Паулина Евгеньевна Ильина	20.05.2022 20:36	08.05.1965	Жен	Минск
3871	3327870210898599	Василий Юрьевич Иванов	13.05.2022 19:16	07.06.2001	Муж	Барановичи
3893	7315024331077042	Светлана Сергеевна Воробьёва	16.05.2022 10:01	29.09.1990	Жен	Могилев
3902	9407313687869220	Олег Викторович Михайлов	17.05.2022 6:46	26.05.1943	Муж	Минск
3793	7553928947293398	Анна Юрьевна Богданова	02.05.2022 2:13	15.11.1982	Жен	Минск
3794	3457118977572803	Паулина Викторовна Комарова	02.05.2022 2:46	09.03.1982	Жен	Минск
3897	3352724390449796	Татьяна Владимировна Соловьёва	16.05.2022 19:03	13.05.1968	Жен	Минск
3862	9670703868609387	Виталий Олегович Кузнецов	12.05.2022 13:54	14.03.1978	Муж	Минск
3808	9808671281512026	Павел Никольевич Воробьёв	04.05.2022 17:24	07.08.2004	Муж	Минск
3883	9329026981829542	Валентина Фёдоровна Гусева	15.05.2022 7:54	11.05.1973	Жен	Минск
3720	2640957883596624	Валентина Андреевна Голубева	23.04.2022 19:03	31.10.1986	Жен	Брест
3934	6390682096506413	Геннадий Иванович Ковалёв	21.05.2022 2:27	26.07.1995	Муж	Витебск
3956	4244493955410590	Мария Алексеевна Соколова	23.05.2022 22:25	03.09.1996	Жен	Брест
3924	7122110522691453	Лариса Юрьевна Ковалёва	19.05.2022 19:49	25.08.1992	Жен	Минск
3795	2348710345496803	Пётр Валерьевич Петров	02.05.2022 15:57	05.06.1977	Муж	Минск
3856	2087295801146586	Нина Дмитрьевна Ильина	11.05.2022 22:51	31.10.1958	Жен	Минск
3882	1944208062462485	Марина Львовна Кузьмина	15.05.2022 4:32	20.09.1951	Жен	Гродно
3927	1381180900525193	Владислав Валентинович Голубев	20.05.2022 1:19	25.04.1961	Муж	Брест
3940	2729109662750253	Людмила Георгьевна Воробьёва	21.05.2022 12:46	20.07.2001	Жен	Минск
3731	4478098603501969	Раиса Васильевна Голубева	24.04.2022 16:41	11.10.1995	Жен	Минск
3965	5653397868931675	Алла Васильевна Петрова	24.05.2022 23:12	28.02.1975	Жен	Минск
3898	2715473380195414	Антонина Михаиловна Андреева	16.05.2022 22:07	22.12.1973	Жен	Минск
3822	2101214028061882	Лев Дмитрьевич Смирнов	06.05.2022 6:13	26.05.2003	Муж	Брест
3915	5314401179523494	Валентина Алексеевна Михайлова	18.05.2022 18:28	07.09.1984	Жен	Гродно
3917	3983842053217180	Виталий Григорьевич Лебедев	19.05.2022 0:23	04.01.1990	Муж	Минск
3881	3156410504668931	Галина Пётровна Гусева	15.05.2022 3:22	10.11.1976	Жен	Минск
3853	8879884291611997	Ольга Сергеевна Михайлова	11.05.2022 21:32	08.05.1974	Жен	Минск
3954	8445195332884215	Алексей Вячеславович Виноградов	23.05.2022 15:15	21.09.1988	Муж	Брест
3963	9124548100386181	Георгий Константинович Соловьёв	24.05.2022 17:32	07.03.1949	Муж	Брест
3931	7608623609356726	Владислав Евгеньевич Павлов	20.05.2022 10:29	01.12.1979	Муж	Минск
3961	5400500742101411	Анатолий Дмитрьевич Комаров	24.05.2022 11:54	10.10.1988	Муж	Гродно
3909	8060856105195750	Инна Олеговна Титова	17.05.2022 23:07	11.01.2000	Жен	Брест
3955	1918058207124901	Марина Борисовна Лебедева	23.05.2022 15:58	29.09.1992	Жен	Минск
3745	9683787930194573	Борис Фёдорович Виноградов	26.04.2022 13:02	16.07.1986	Муж	Минск
3914	7049809765027899	Екатерина Станиславовна Кудрявцева	18.05.2022 15:25	07.09.1950	Жен	Гродно
3948	8851176451883325	Валентина Геннадьевна Макарова	23.05.2022 1:39	24.04.1965	Жен	Брест
3747	3664927698461932	Борис Аркадьевич Комаров	26.04.2022 15:20	11.06.1993	Муж	Минск
3877	3288371094980819	Альберт Вадимович Богданов	14.05.2022 10:53	07.01.1985	Муж	Минск
3868	2627623029842176	Сергей Алексеевич Козлов	13.05.2022 9:50	16.10.1960	Муж	Минск
3751	4824149275216519	Лариса Геннадьевна Васильева	27.04.2022 9:02	31.12.1988	Жен	Могилев
3988	6741622892115597	Зинаида Михаиловна Ковалёва	27.05.2022 18:12	23.02.1983	Жен	Минск
3752	2288678109366264	Елена Никольевна Баранова	27.04.2022 10:13	20.09.1989	Жен	Брест
3836	4630617631448436	Ирина Анатольевна Соколова	09.05.2022 6:48	17.04.2004	Жен	Витебск
3857	8256197260784683	Аркадий Эдуардович Макаров	11.05.2022 23:54	20.08.1983	Муж	Гомель
3876	6642943469875522	Дмитрий Юрьевич Попов	14.05.2022 9:34	23.02.1971	Муж	Гродно
3911	5557596721664594	Николай Алексеевич Комаров	18.05.2022 7:30	01.02.2003	Муж	Минск
3996	6001458363715381	Лев Константинович Васильев	28.05.2022 9:49	13.01.1984	Муж	Гродно
3975	8399191693874295	Алексей Фёдорович Лебедев	26.05.2022 7:21	07.12.1993	Муж	Витебск
3890	8755831093996539	Вячеслав Андреевич Богданов	16.05.2022 1:31	21.06.1990	Муж	Брест
3760	3085066722411050	Эдуард Евгеньевич Баранов	28.04.2022 1:41	14.05.1968	Муж	Брест
3991	6975132761339067	Тамара Георгьевна Волкова	28.05.2022 1:28	04.08.1984	Жен	Минск
3985	6514888215346920	Нина Германовна Волкова	27.05.2022 12:42	23.11.1993	Жен	Гомель
3825	3074591399964715	Евгения Юрьевна Тарасова	07.05.2022 2:14	07.12.1975	Жен	Гомель
3967	3544544213428533	Константин Пётрович Орлов	25.05.2022 2:43	06.04.1993	Муж	Минск
3974	9188660067353027	Аркадий Владимирович Кузнецов	26.05.2022 3:19	29.01.1988	Муж	Минск
3767	3261817014038450	Василий Никольевич Соловьёв	29.04.2022 5:19	02.08.1969	Муж	Минск
3886	8326059698072301	Павел Дмитрьевич Андреев	15.05.2022 13:16	17.08.2000	Муж	Брест
3768	2468769322054894	Лидия Львовна Кудрявцева	29.04.2022 6:21	08.09.1968	Жен	Гродно
3796	4413120319016103	Любовь Пётровна Лебедева	02.05.2022 16:48	27.09.1990	Жен	Минск
3966	5257603668293091	Антонина Васильевна Петрова	25.05.2022 0:52	30.11.1981	Жен	Брест
3790	5042972359533954	Виктория Ивановна Семёнова	01.05.2022 17:27	04.09.1975	Жен	Минск
3994	3911186769258064	Антонина Георгьевна Смирнова	28.05.2022 5:34	03.12.1964	Жен	Гродно
3849	4576143725670557	Пётр Альбертович Лебедев	11.05.2022 0:17	10.05.1980	Муж	Минск
3921	1139091883760543	Эдуард Александрович Виноградов	19.05.2022 10:51	29.01.1988	Муж	Барановичи
3944	3432542922594341	Валентина Фёдоровна Павлова	22.05.2022 14:44	03.10.1978	Жен	Минск
3942	7915313156446995	Юлия Викторовна Попова	21.05.2022 19:18	03.01.1981	Жен	Минск
3892	4857204777714289	Станислав Пётрович Андреев	16.05.2022 7:45	09.12.1933	Муж	Минск
4000	2883593419862970	Татьяна Фёдоровна Семёнова	28.05.2022 19:42	18.02.1994	Жен	Минск
3903	5168743294589118	Игорь Игорьевич Лебедев	17.05.2022 7:16	06.03.1979	Муж	Минск
3941	8664734170879260	Тамара Валерьевна Зайцева	21.05.2022 18:32	07.05.1999	Жен	Брест
3888	2755222774022466	Надежда Константиновна Андреева	15.05.2022 18:47	30.05.1959	Жен	Минск
3782	3122268552494440	Александр Валентинович Смирнов	30.04.2022 21:05	06.09.1957	Муж	Могилев
3925	1508417642512065	Альберт Григорьевич Михайлов	19.05.2022 21:47	07.01.1964	Муж	Брест
4001	7888828358959033	Виктор Станиславович Макаров	28.05.2022 22:40	15.09.1988	Муж	Минск
3784	2877987481972158	Герман Павлович Павлов	01.05.2022 4:03	08.06.1943	Муж	Минск
3896	8942360220809029	Павел Григорьевич Макаров	16.05.2022 17:22	26.09.1993	Муж	Минск
3854	6454455079178522	Александра Станиславовна Семёнова	11.05.2022 21:36	15.09.1983	Жен	Минск
3993	2322336614557820	Виктория Витальевна Морозова	28.05.2022 4:56	24.09.1969	Жен	Минск
3807	6203270408976175	Александр Романович Баранов	04.05.2022 11:37	06.02.1939	Муж	Минск
3936	5447999019232816	Екатерина Владимировна Беляева	21.05.2022 4:26	25.05.1975	Жен	Минск
3982	2182774191196566	Альбина Андреевна Куликова	27.05.2022 4:48	19.11.1972	Жен	Минск
3964	2423380441402097	Зоя Германовна Беляева	24.05.2022 20:10	16.12.1980	Жен	Минск
4042	4193973883803373	Анна Леонидовна Ковалёва	01.06.2022 20:33	11.09.1991	Жен	Брест
3962	8558564693629639	Лариса Станиславовна Кудрявцева	24.05.2022 12:34	30.03.1978	Жен	Минск
3939	7454682847419985	Аркадий Васильевич Орлов	21.05.2022 8:05	24.01.1991	Муж	Минск
4015	5602847646722943	Юлия Георгьевна Воробьёва	30.05.2022 11:20	14.11.1969	Жен	Могилев
3969	3431829670379980	Лилия Романовна Богданова	25.05.2022 8:38	16.04.2001	Жен	Минск
3986	2815118505355813	Екатерина Константиновна Кузьмина	27.05.2022 13:47	20.04.1958	Жен	Брест
4029	2835364997566379	Юрий Владиславович Лебедев	31.05.2022 15:57	01.03.1974	Муж	Брест
4010	8773053263680485	Олег Сергеевич Белов	30.05.2022 3:56	20.04.1983	Муж	Могилев
3951	2827337582338081	Алла Алексеевна Иванова	23.05.2022 10:17	16.09.1976	Жен	Минск
3945	6235389736850008	Леонид Витальевич Ильин	22.05.2022 16:22	20.08.1982	Муж	Брест
4063	3813488551527722	Леонид Васильевич Воробьёв	04.06.2022 9:37	09.11.1986	Муж	Брест
3978	2330917946203167	Алексей Станиславович Орлов	26.05.2022 18:54	10.04.1989	Муж	Брест
4033	6247560440565416	Светлана Станиславовна Семёнова	01.06.2022 0:05	01.02.1990	Жен	Брест
4008	6805263253680176	Валентина Алексеевна Гусева	29.05.2022 20:40	15.04.2002	Жен	Гомель
3887	5024671531254010	Нелли Владимировна Андреева	15.05.2022 15:04	30.12.2001	Жен	Гродно
3981	4377025685631855	Тамара Аркадьевна Виноградова	27.05.2022 2:18	11.06.1996	Жен	Брест
3926	8356132351263439	Вадим Валерьевич Киселёв	19.05.2022 22:45	20.07.1962	Муж	Гомель
3990	8177460951116800	Борис Геннадьевич Беляев	27.05.2022 22:50	14.01.1971	Муж	Минск
4003	5463457305290680	Людмила Фёдоровна Комарова	29.05.2022 4:20	26.05.1997	Жен	Минск
3840	5969492561999622	Геннадий Михаилович Макаров	09.05.2022 23:39	24.04.1942	Муж	Минск
3912	6904764748792935	Виктория Станиславовна Беляева	18.05.2022 11:31	10.11.1979	Жен	Брест
3813	7377804256650845	Инна Леонидовна Михайлова	05.05.2022 6:56	12.09.1974	Жен	Гродно
4017	6418485075679631	Нелли Леонидовна Гусева	30.05.2022 13:30	11.06.1984	Жен	Минск
4064	1970026768177967	Григорий Борисович Кудрявцев	04.06.2022 12:26	05.04.1985	Муж	Гомель
4028	6558763071807695	Леонид Павлович Соловьёв	31.05.2022 13:54	02.10.1999	Муж	Минск
4020	7680532847975905	Антонина Викторовна Голубева	30.05.2022 22:06	14.09.1939	Жен	Минск
3889	5189992799700665	Василий Альбертович Кудрявцев	15.05.2022 21:29	03.05.2004	Муж	Минск
3998	4900347707796020	Елена Игорьевна Соколова	28.05.2022 14:45	07.04.1973	Жен	Брест
3819	2503392015993717	Нина Львовна Тарасова	05.05.2022 23:47	26.03.1951	Жен	Брест
4058	5585049480489814	Зоя Андреевна Кузнецова	04.06.2022 5:06	12.06.1965	Жен	Гродно
4011	1925098415035156	Ираида Ивановна Беляева	30.05.2022 4:16	22.06.1995	Жен	Барановичи
3980	9236072321579577	Елена Вячеславовна Воробьёва	27.05.2022 0:02	24.07.1970	Жен	Брест
4006	5687695971956207	Валерий Эдуардович Гусев	29.05.2022 13:22	14.05.1994	Муж	Могилев
3983	3350828836535499	Евгений Борисович Богданов	27.05.2022 7:18	05.12.1975	Муж	Гомель
3826	3361131925045222	Виктор Львович Попов	07.05.2022 3:03	05.09.1953	Муж	Минск
4079	4224753015349170	Карина Германовна Гусева	06.06.2022 1:42	14.06.1976	Жен	Минск
4080	3882509306608860	Нина Михаиловна Соколова	06.06.2022 11:28	09.04.1965	Жен	Брест
3900	1127244819902797	Борис Викторович Иванов	17.05.2022 3:46	17.12.1951	Муж	Гродно
4057	8335589827295183	Станислав Викторович Новиков	04.06.2022 3:32	24.11.1976	Муж	Могилев
3830	3635946175028292	Александр Львович Куликов	08.05.2022 2:13	16.12.1980	Муж	Минск
3995	1662761056212640	Виктория Олеговна Ильина	28.05.2022 7:39	24.03.1939	Жен	Брест
3930	5574897440631838	Клавдия Валентиновна Белова	20.05.2022 8:17	27.09.1981	Жен	Минск
3916	9136665894578860	Александра Борисовна Кузнецова	18.05.2022 18:47	19.01.1962	Жен	Витебск
4022	8228827595247653	Олег Никольевич Петров	31.05.2022 1:39	13.03.1974	Муж	Минск
3977	3655961961878946	Валерий Михаилович Орлов	26.05.2022 16:31	28.06.1982	Муж	Витебск
3976	1696060612067379	Валерий Альбертович Кудрявцев	26.05.2022 14:31	29.05.1957	Муж	Могилев
4026	1949837706319280	Валерий Валентинович Богданов	31.05.2022 10:52	07.11.1974	Муж	Брест
